Location,Price_Period,Date_Added_Updated,Description,Serviced
Greenfield Estate Ago Palace Okota Lagos,"1,550,000/year","  Updated 03 Feb 2023, Added 20 Sep 2022 ", FOR RENT: Lovely built solid 3bedroom flat at Greenfield estate off ago places way Okota 1.. Read more ,
"Very Close To Maryland Mall, Maryland Ikeja Lagos","6,500,000/year","  Updated 03 Feb 2023, Added 21 Jan 2023 ", FOR RENT: Spacious & renovated 5 bedroom detached duplex with a Room bq for for reht @Mend.. Read more ,
Off Yaya Abatan Ogba Lagos,"2,000,000/year","  Updated 03 Feb 2023, Added 02 Feb 2023 ", FOR RENT: *TO LET:* As e Dey Hot; price slashed Well built luxury 3 Bedroom flat in th.. Read more ,
Lekki Lagos,"2,000,000/year","  Updated 03 Feb 2023, Added 01 Nov 2022 ", FOR RENT: Upstairs Rent #2m Agency #200k Legal #200k Caution fee #200k Total packag.. Read more ,
Ago Palace Okota Lagos,"500,000/year","  Updated 03 Feb 2023, Added 26 Aug 2022 ", FOR RENT: Mini flat at off ago palace way okota cool environment close to the road 500k.. Read more ,
Glory Land Estate Off Ago Palace Okota Lagos,"1,300,000/year","  Updated 03 Feb 2023, Added 20 Sep 2022 ", FOR RENT: Lovely finished 3bedroom flat at glory land estate off ago palace way Okota 1.3m.. Read more ,
Omole Phase 1 Ojodu Lagos,"4,500,000/year","  Updated 03 Feb 2023, Added 12 Aug 2022 "," FOR RENT: Direct Letting Well renovated 4 bedrooms semi detached duplex, all the rooms .. Read more ",
Amuwo Odofin Lagos,"2,000,000/year","  Updated 03 Feb 2023, Added 14 Nov 2022 "," FOR RENT: Brand new 2bedroom flat in lakeview phase 2 estate, Amuwo 2m per annum.. Read more ",
Lekki Lagos,"2,000,000/year","  Updated 03 Feb 2023, Added 17 Oct 2022 "," FOR RENT: Semi Large and spacious 2 bedroom Rent: N2m Service Charge: N500,000 Caution.. Read more ",
"Agidingbi Close To Mega Chicken, Lekki Lagos","5,000,000/year","  Updated 03 Feb 2023, Added 29 Aug 2022 ", FOR RENT: Newly renovated 4bedroom semi detached duplex with A room BQ in gated close at .. Read more ,
Ikate Lekki Lagos,"3,200,000","  Updated 03 Feb 2023, Added 29 Aug 2022 ", FOR RENT: Luxury 3bedroom apartment for rent at street Ikate. Features 1) Fantastic ac.. Read more ,
Amuwo Odofin Lagos,"2,500,000/year","  Updated 03 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Newly renovated and extravagantly finished three bedroom apartment at Divine est.. Read more ,
Ago Palace Okota Lagos,"700,000/year","  Updated 03 Feb 2023, Added 14 Nov 2022 ", FOR RENT: Good looking mini flat at Greenfield estate off ago palace way okota Lagos State.. Read more ,
Ago Palace Okota Lagos,"750,000/year","  Updated 03 Feb 2023, Added 14 Nov 2022 ", FOR RENT: lovely finished Mini flat at green Field estate off ago palace way okota 750k.. Read more ,
Ago Palace Way Amuwo Odofin Lagos,"1,500,000/year","  Updated 03 Feb 2023, Added 14 Nov 2022 ", FOR RENT: Newly built 2 bedroom duplex at glory land estate off ago palace Way 1.5m.. Read more ,
Oregun Ikeja Lagos,"3,500,000/year","  Updated 03 Feb 2023, Added 13 Jan 2023 "," FOR RENT: Three (3) Bedrooms Luxurious FLAT All Rooms ensuite, Upstairs, Front Flat, Separ.. Read more ",Serviced
Divine Estate Amuwo Odofin Lagos,"600,000/year","  Updated 03 Feb 2023, Added 26 Aug 2022 ", FOR RENT: Room self contained at Amuwo odofin Lagos 600/700k divine estate.. Read more ,
Okota Lagos,"850,000/year","  Updated 03 Feb 2023, Added 14 Nov 2022 ", FOR RENT: Lovely finished mini flat at Greenfield estate off ago palace way okota 850k.. Read more ,
"Oduduwa Crescent, Ikeja Lagos","4,500,000/year","  Updated 03 Feb 2023, Added 14 Sep 2022 ", FOR RENT: Fully service & Furnished122sqm office space on Oduduwa Crescent for rent at 4.. Read more ,
Off Ago Palace Okota Lagos,"1,000,000/year","  Updated 03 Feb 2023, Added 09 Aug 2022 ", FOR RENT: 3 bedroom flat at off ago palace way okota Lagos State 1m.. Read more ,
Osapa London Lekki Lagos,"5,000,000/year",  Added 02 Feb 2023 , FOR RENT: Available For Rent at Osapa London. 4 bedroom semidetached with a bq self-servic.. Read more ,
Ogba Lagos,"2,500,000/year",  Added 02 Feb 2023 , FOR RENT: To Let: Fully vacant An Exquisite vacant 3 bedroom flat on the 3rd floor with .. Read more ,Serviced
Chevron Chevron Lekki Lagos,"4,000,000/year","  Updated 02 Feb 2023, Added 19 Dec 2022 "," FOR RENT: Newly built 3bedroom duplex available for rent with everything inside, just pay .. Read more ",FurnishedServicedNewly Built
Victoria Island Lagos,"30,000,000","  Updated 02 Feb 2023, Added 29 Nov 2022 "," FOR RENT: For Lease A detached building of Showrooms Location: Off Adeola Odeku,Victoria.. Read more ",
Alagomeji Yaba Lagos,"850,000/year","  Updated 02 Feb 2023, Added 25 Jan 2023 ", FOR RENT: 1 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos.. Read more ,
Adesine Ijesha Surulere Lagos,"1,500,000/year","  Updated 02 Feb 2023, Added 14 Jan 2023 ", FOR RENT: If you Are Interested please call this number [redacted]5 Name prince uche.. Read more ,Newly Built
Akoka Yaba Lagos,"550,000/year","  Updated 02 Feb 2023, Added 01 Aug 2022 ", FOR RENT: If U Are Interested Please Call This Number [redacted]44 Name Prince.. Read more ,Newly Built
Iyana Ipaja Ipaja Lagos,"350,000/year","  Updated 02 Feb 2023, Added 31 Aug 2022 ", FOR RENT: If U Are Interested please call this no [redacted]44 Name Prince.. Read more ,Newly Built
Lekki Lagos,"15,000,000/year","  Updated 02 Feb 2023, Added 25 Jan 2023 "," FOR RENT: FOR LEASE: 6 bedroom semi-detached duplex Lekki Phase 1, Lekki, Lagos. N15,.. Read more ",
"Kodesho Street By Computer Village, Mobolaji Bank Anthony Way Ikeja Lagos","12,000,000/year","  Updated 02 Feb 2023, Added 29 Nov 2022 "," FOR RENT: Office space/Showroom for lease at Kodesho Street By Computer Village,Mobola.. Read more ",
Alagomeji Yaba Lagos,"600,000/year","  Updated 02 Feb 2023, Added 21 Jan 2023 ", FOR RENT: 1 bedroom Flat / Apartment for rent Alagomeji Alagomeji Yaba Lagos.. Read more ,
Bode Thomas Surulere Lagos,"400,000/year","  Updated 02 Feb 2023, Added 10 May 2022 ", FOR RENT: If U Are Interested Please Call This Number [redacted]44 Name Prince .. Read more ,Newly Built
Bye Pass Ilupeju Ilupeju Lagos,"65,000/sqm","  Updated 02 Feb 2023, Added 29 Nov 2022 "," FOR RENT: Open Plan office space Location:ilupeju byepass, ilupeju Size- 314sqm Floo.. Read more ",Serviced
Oniru Victoria Island Lagos,"15,000,000/year","  Updated 02 Feb 2023, Added 06 Jan 2023 "," FOR RENT: TWO NO. (2) BEDROOM FLAT TO LET ON BLUE WATERS TOWERS, ONIRU VICTORIA ISLAND EXT.. Read more ",Serviced
Sabo Yaba Lagos,"5,000,000/year","  Updated 02 Feb 2023, Added 09 Oct 2022 "," FOR RENT: Ground floor office space, available at sabo Size 200sqm Rent 5m(net) .. Read more ",
Lekki Phase 1 Lekki Lagos,"8,500,000/year","  Updated 02 Feb 2023, Added 12 Dec 2022 ", FOR RENT: FOR LEASE: Fully Detached 4 Bedroom Fully Detached Duplex suitable for office an.. Read more ,
Oniru Victoria Island Lagos,"5,000,000/year","  Updated 02 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Fully Serviced 2 bedroom felt for rent Rent: N5 million Service charge: N1.. Read more ,
Ojuelegba Surulere Lagos,"500,000/year","  Updated 02 Feb 2023, Added 30 Sep 2022 ", FOR RENT: If U Are Interested please call this no [redacted][redacted] Name prince.. Read more ,Furnished
Ogunlana Surulere Lagos,"400,000/year","  Updated 02 Feb 2023, Added 30 Jun 2022 ", FOR RENT: If u Are Interested Please Call This Number [redacted]44 Name Prince.. Read more ,Furnished
"Off Ligali Ayorinde Street, Ligali Ayorinde Victoria Island Lagos","18,000,000/year","  Updated 02 Feb 2023, Added 06 Jan 2023 ", FOR RENT: Description: 5 bedroom detached duplex with 2 Rooms boys quarter. Location: o.. Read more ,
Lekki Lagos,"9,000,000/year","  Updated 02 Feb 2023, Added 25 Jan 2023 ", FOR RENT: : *5 BEDROOMS SEMI DETACHED DUPLEX WITH PENTHOUSE *LOCATION: LEKKI PHASE 1 .. Read more ,
Shomolu Lagos,"900,000/year","  Updated 02 Feb 2023, Added 25 Jan 2023 ", FOR RENT: 1 bedroom Flat / Apartment for rent Shomolu Shomolu Shomolu Lagos.. Read more ,
Ipaja Lagos,"500,000/year","  Updated 02 Feb 2023, Added 26 Jan 2023 ", FOR RENT: If u Are Interested please call us Name prince uche.. Read more ,Newly Built
Mafoluku Oshodi Lagos,"350,000/year","  Updated 02 Feb 2023, Added 05 May 2022 ", FOR RENT: If U are interested please call this no [redacted]44 Name Prince.. Read more ,Newly Built
Maryland Lagos,"55,000/sqm","  Updated 02 Feb 2023, Added 30 Nov 2022 ", FOR RENT: A Brand new Open Plan Office space of 420sqm with Features ----------- Au.. Read more ,ServicedNewly Built
Lekki Lagos,"12,000,000/year","  Updated 02 Feb 2023, Added 25 Jan 2023 ", FOR RENT: FOR RENT 5 BEDROOM DETACHED DUPLEX WITH 2 ROOMS BQ BQ WITHIN A SERENE NEIG.. Read more ,
Lekki Phase 1 Lekki Lagos,"5,500,000/year","  Updated 02 Feb 2023, Added 09 Jan 2023 ", FOR RENT: 3-bedroom flat with bq in lekki phase 1. Rent: N5.5m Service charges: N1.5m.. Read more ,
Lekki Lagos,"11,000,000/year","  Updated 02 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Brand new 5-bedroom semi-detached Duplex with a packing space for at least 5 car.. Read more ,
Osborne Foreshore Estate Ikoyi Lagos,"9,000,000/year","  Updated 02 Feb 2023, Added 06 Jan 2023 "," FOR RENT: TO-LET: NEW 3BEDROOM MAISONETTE AT OSBORNE 2, IKOYI Newly built and exquisite.. Read more ",ServicedNewly Built
Lekki Lagos,"13,000,000/year","  Updated 02 Feb 2023, Added 25 Jan 2023 ", FOR RENT: 6-bedroom semi-detached duplex at Lekki phase 1. With 2 bedrooms Attached to it.. Read more ,
Palmgroove Shomolu Lagos,"450,000/year","  Updated 02 Feb 2023, Added 19 Aug 2022 ", FOR RENT: If U Are Interested Please Call This Number [redacted]44 Name Prince.. Read more ,Newly Built
Ajah Lagos,"128,000,000","  Updated 15 Feb 2023, Added 20 Sep 2022 ", FOR SALE: BRAND NEW 4 BEDROOM SEMI-DETACHED DUPLEX WITH A BQ !!! Price: N130M Locati.. Read more,ServicedNewly Built
Alagomeji Yaba Lagos,"600,000/year","  Updated 02 Feb 2023, Added 21 Jan 2023 ", FOR RENT: 1 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos.. Read more ,
Egbeda Alimosho Lagos,"1,000,000/year","  Updated 02 Feb 2023, Added 12 Jan 2023 ", FOR RENT: If u Are Interested please call this number [redacted]5 Name prince uche.. Read more ,Furnished
Palmgroove Shomolu Lagos,"400,000/year","  Updated 02 Feb 2023, Added 19 Aug 2022 ", FOR RENT: If U Are Interested Please Call This Number [redacted]44 Name Prince.. Read more ,Newly Built
Lekki Phase 1 Lekki Lagos,"10,000,000/year","  Updated 02 Feb 2023, Added 07 Jan 2023 ", FOR RENT: Strictly office space 4-bedroom fully detached duplex is available To-Let Off .. Read more ,
Main Eleko Junction City Road Eleko Ibeju Lekki Lagos,"500,000/year","  Updated 02 Feb 2023, Added 23 Dec 2022 ", FOR RENT: TO-LET 4 Blocks of 2 Bedroom flat With Solar power system Annual rent: 50.. Read more ,FurnishedNewly Built
"Adekunle, Directly On Herbert Macaulay Yaba Lagos","7,000,000/year","  Updated 02 Feb 2023, Added 09 Oct 2022 "," FOR RENT: 230 sqm Ground floor open plan space at Adekunle, directly on Herbert Macaulay w.. Read more ",
By Opebi Road Opebi Ikeja Lagos,"5,000,000/year","  Updated 02 Feb 2023, Added 29 Nov 2022 ", FOR RENT: A Detached 5 bedroom bungalow (self-compound) in opebi Rent: N5M per annum(2.. Read more ,
Old Ikoyi Ikoyi Lagos,"16,000,000/year","  Updated 02 Feb 2023, Added 06 Jan 2023 ", FOR RENT: 2 Bedroom Apartments for Rent Location: Ikoyi Rent: 16m Service Charge: 3.5 .. Read more ,ServicedNewly Built
Adekunle Yaba Lagos,"400,000/year","  Updated 02 Feb 2023, Added 16 Jun 2022 ", FOR RENT: Flat / Apartment for rent Adekunle Yaba Lagos.. Read more ,Furnished
Abule Ijesha Yaba Lagos,"300,000/year","  Updated 02 Feb 2023, Added 21 Jan 2023 ", FOR RENT: 1 bedroom House for rent Abule-Ijesha Yaba Lagos.. Read more ,
Akoka Yaba Lagos,"700,000/year","  Updated 02 Feb 2023, Added 21 Jan 2023 ", FOR RENT: 2 bedroom Flat / Apartment for rent Akoka Akoka Yaba Lagos.. Read more ,
Lawanson Surulere Lagos,"300,000/year","  Updated 02 Feb 2023, Added 14 Nov 2022 ", FOR RENT: If U Are Interested please call this Name prince Uche.. Read more ,Newly Built
Iponri Surulere Lagos,"400,000/year","  Updated 02 Feb 2023, Added 06 May 2022 ", FOR RENT: If U are interested please call this no [redacted]44 Name Prince.. Read more ,Newly Built
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"700,000/year","  Updated 02 Feb 2023, Added 06 Aug 2022 ", FOR RENT: Commercial Property for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos.. Read more ,
Victoria Island Lagos,"50,000/sqm","  Updated 02 Feb 2023, Added 14 Sep 2022 ", FOR RENT: Highly Viable Showroom of 501.47sqm on a corner piece at a business-viable Locat.. Read more ,Serviced
Anthony Village Maryland Lagos,"40,000/sqm","  Updated 02 Feb 2023, Added 21 Nov 2022 ", FOR RENT: Well maintained Open plan Office space of 290sqm Rent:40k per sqm on Locati.. Read more ,Serviced
Lekki Phase 1 Lekki Lagos,"5,500,000/year","  Updated 02 Feb 2023, Added 06 Jan 2023 ", FOR RENT: LEKKI PHASE 1 OFF ADMIRALTY ROAD* Well Furnished and Service 2units of 2bedroom.. Read more ,FurnishedServiced
Lekki Phase 1 Lekki Lagos,"10,000,000/year","  Updated 02 Feb 2023, Added 19 Jan 2023 "," FOR RENT: *TO LET IN LEKKI PHASE 1, LAGOS. *Spacious 4 Bedroom Semi Detached Duplex Wi.. Read more ",
Ogudu Gra Ogudu Lagos,"6,000,000/year","  Updated 02 Feb 2023, Added 19 Dec 2022 ", FOR RENT: FOR RENT THIS NICELY BUILT 4 BEDROOM FULLY DETACHED DUPLEX WITH ONE BQ in a v.. Read more ,
Soluyi Gbagada Lagos,"350,000/year","  Updated 02 Feb 2023, Added 13 Oct 2022 ", FOR RENT: If U Are Interested please call this Number [redacted][redacted] Name Prince.. Read more ,Furnished
Banana Island Ikoyi Lagos,"550,000,000","  Updated 15 Feb 2023, Added 17 Nov 2022 "," FOR SALE: FOR SALE: LOCATION: BANANA ISLAND ESTATE, IKOYI, LAGOS. PROPERTY DESCRIPTI.. Read more",ServicedNewly Built
Abule Egba Abule Egba Lagos,"180,000/year","  Updated 02 Feb 2023, Added 06 May 2022 ", FOR RENT: If U are interested please call Name Prince.. Read more ,
Shomolu Lagos,"400,000/year","  Updated 02 Feb 2023, Added 17 Jul 2022 ", FOR RENT: House for rent Shomolu Shomolu Shomolu Lagos.. Read more ,
Ojuelegba Surulere Lagos,"500,000/year","  Updated 02 Feb 2023, Added 28 Oct 2022 ", FOR RENT: If U Are Interested please call this Number [redacted]27 Name Prince.. Read more ,
Mafoluku Oshodi Lagos,"400,000/year","  Updated 02 Feb 2023, Added 16 Oct 2022 ", FOR RENT: If U Are Interested please call this Number Name Prince.. Read more ,Newly Built
Chisco Ikate Lekki Lagos,"1,300,000/year","  Updated 02 Feb 2023, Added 07 Jan 2023 ", FOR RENT: Real nice self contained .. Read more ,FurnishedServicedNewly Built
Main Bashorun Estate Majek Crown Estate Ajah Lagos,"750,000/year","  Updated 02 Feb 2023, Added 22 Dec 2022 "," FOR RENT: Neatly used 2bed room semi-detached bungalow all room en suit,with guest toilet.. Read more ",Furnished
Anthony Village Maryland Lagos,"10,000,000/year","  Updated 02 Feb 2023, Added 22 Jan 2023 "," FOR RENT: 4 bedroom detached house, study room, basement room, 2 rooms BQ, Large compo.. Read more ",
Abule Egba Lagos,"800,000/year",  Added 01 Feb 2023 , FOR RENT: Newly renovated 2bedroom flat is out for rent at ahmqdiyya abule egba 800k per a.. Read more ,Newly Built
Ikate Lekki Lagos,"5,000,000/year",  Added 01 Feb 2023 , FOR RENT: *TO LET AT IKATE* Fully serviced newly built 2bedroom Apartment with 24hrs .. Read more ,
"Elf Bustop, Lekki Phase 1 Lekki Lagos","5,500,000/year",  Added 01 Feb 2023 , FOR RENT: *TO LET AT LEKKI PHASE RIGHT HAND SIDE* Fully furnished 2 bedroom flat apart.. Read more ,
Onikan Lagos Island Lagos,"900,000/year",  Added 01 Feb 2023 , FOR RENT: Rent:. .. Read more ,
Ikate Lekki Lagos,"4,800,000/year",  Added 31 Jan 2023 , FOR RENT: 2 bedroom apartment with furniture and inverter Rent 4.8m Agency 10% Legal 1.. Read more ,
Onikan Lagos Island Lagos,"8,000,000/year",  Added 31 Jan 2023 ," FOR RENT: Large Team Need a sizeable space Smart Office, Lapal House have you covered .. Read more ",
Ogudu Lagos,"1,400,000/year",  Added 31 Jan 2023 , FOR RENT: 2 bedroom Flat / Apartment for rent Ogudu-Orike Ogudu Lagos.. Read more ,Newly Built
Alapere Kosofe Ikosi Lagos,"500,000/year",  Added 31 Jan 2023 , FOR RENT: Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos.. Read more ,
Lekki Scheme 2 Ajah Lagos,"4,500,000/year",  Added 30 Jan 2023 , FOR RENT: House for sale Addyholly Cr Lekki Scheme 2 Ajah Lagos.. Read more ,
Soluyi Gbagada Lagos,"2,000,000/year",  Added 30 Jan 2023 ," FOR RENT: Direct 3 bedroom flat available at Peace Estate, Soluyi Gbagada. All rooms en.. Read more ",Serviced
Lekki Scheme 2 Ajah Lagos,"4,500,000/year",  Added 30 Jan 2023 , FOR RENT: House for rent Beside Urban Prime 1 Lekki Scheme 2 Ajah Lagos.. Read more ,
Lekki Scheme 2 Ajah Lagos,"2,000,000/year",  Added 30 Jan 2023 , FOR RENT: House for rent Addyholly Let Lekki Scheme 2 Ajah Lagos.. Read more ,
Street Berger Ojodu Lagos,"950,000/year",  Added 29 Jan 2023 , FOR RENT: TO LET Newly build 2 bedroom flat 3t/b with POP Ground Floor off Ojodu Abi.. Read more ,Newly Built
Chevron Chevron Lekki Lagos,"2,000,000/year",  Added 28 Jan 2023 , FOR RENT: Rent 2m Agency 200k Legal 200k Caution 200k.. Read more ,Serviced
Osapa London Lekki Lagos,"1,500,000/year","  Updated 28 Jan 2023, Added 21 Jan 2023 ", FOR RENT: Rent 1.5 Legal 150 Agency 150 Caution 100.. Read more ,
Igbo Efon Estate Igbo Efon Lekki Lagos,"2,200,000/year",  Added 28 Jan 2023 , FOR RENT: *Rent 2.2m *Agency 220k *Legal 220k *Caution 200k.. Read more ,
Ogudu Gra Ogudu Lagos,"4,500,000/year",  Added 28 Jan 2023 , FOR RENT: 3 bedroom Flat / Apartment for rent Ogudu GRA Ogudu Lagos.. Read more ,
Ogudu Lagos,"3,500,000/year",  Added 27 Jan 2023 , FOR RENT: 4 bedroom House for rent Ogudu Lagos.. Read more ,
Oko Oba Abule Egba Lagos,"1,200,000/year",  Added 27 Jan 2023 , FOR RENT: 2 bedroom House for rent Oko Oba Abule Egba Abule Egba Lagos.. Read more ,Newly Built
Soluyi Gbagada Lagos,"2,000,000/year",  Added 26 Jan 2023 ," FOR RENT: Direct 3 bedroom flat available at Peace Estate, Soluyi Gbagada. All rooms en.. Read more ",Serviced
Oregun Ikeja Lagos,"2,500,000/year",  Added 26 Jan 2023 , FOR RENT: *JUST OUT Brand New 3 Bedroom Flat with all rooms En suite and guest toilet a.. Read more ,Newly Built
Abule Egba Lagos,"1,500,000/year",  Added 25 Jan 2023 , FOR RENT: 3 bedroom House for rent Abule Taylor Abule Egba Abule Egba Lagos.. Read more ,Newly Built
Ifako Gbagada Gbagada Lagos,"2,000,000/year",  Added 25 Jan 2023 ," FOR RENT: _*Just out_ a link brief... _*(1), Lovely 2 bedroom flat service apartment up.. Read more ",Serviced
Chevron Lekki Lagos,"850,000/year",  Added 24 Jan 2023 ," FOR RENT: Rent.850k , 1m Service charge 200k Agency 10% Legal 10% Caution 10% .. Read more ",
Mobolaji Bank Anthony Way Ikeja Lagos,"1,200,000/year",  Added 24 Jan 2023 ," FOR RENT: *Spacious mini flat [email protected] enahoro estate Ogba-Ikeja,#1.2m per annum.. Read more ",Newly Built
Itedo Ikate Lekki Lagos,"1,000,000/year",  Added 23 Jan 2023 , FOR RENT: Rent 1.2m .. Read more ,
Igbo Efon Gra Lekki Lagos,"1,200,000/year",  Added 23 Jan 2023 , FOR RENT: Size of unit - Miniflat ? Description: House is fitted with a Water treatmen.. Read more ,
Ikate Lekki Lagos,"3,000,000/year","  Updated 23 Jan 2023, Added 13 Jan 2023 ", FOR RENT: To Let 4-bedroom corner terrace house(all rooms ensuite)plus inbuilt ensuite .. Read more ,
Lekki Scheme 2 Abraham Adesanya Lekki Scheme 2 Ajah Lagos,"1,300,000/year","  Updated 23 Jan 2023, Added 19 Dec 2022 ", FOR RENT: Nice 2bedroom flat àvailable for rent Rent 1.3 Legal 130 Agency 130 Caution.. Read more ,
Igbo Efon Lekki Lagos,"3,000,000/year","  Updated 23 Jan 2023, Added 19 Dec 2022 ", FOR RENT: Brand New self-service 3-bedroom terrace duplex àvailable for rent Rent N3m .. Read more ,Newly Built
Osapa London Lekki Lagos,"2,000,000/year","  Updated 23 Jan 2023, Added 19 Dec 2022 ", FOR RENT: 2-bedroom flat available for rent Rent N2m Legal N200k Agency N200k .. Read more ,
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"3,000,000/year",  Added 22 Jan 2023 , FOR RENT: 3 bedroom Flat / Apartment for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos.. Read more ,
Alausa Ikeja Lagos,"3,300,000/year","  Updated 22 Jan 2023, Added 04 Jan 2023 ", FOR RENT: An office space measuring 110m2 at CBD Alausa Ikeja Lagos. There are enough park.. Read more ,Serviced
Ikate Lawanson Surulere Lagos,"3,500,000/year","  Updated 22 Jan 2023, Added 21 Dec 2022 "," FOR RENT: Newly built 3bedroom flat ensuit with kitchen cabinet, wardrobes, prepaid meter,.. Read more ",ServicedNewly Built
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"5,000,000/year","  Updated 22 Jan 2023, Added 17 Jan 2023 ", FOR RENT: 4 bedroom House for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos.. Read more ,
Alausa Ikeja Lagos,"750,000/year","  Updated 22 Jan 2023, Added 04 Jan 2023 ", FOR RENT: A open office space measuring about 30m2 at CBD Alausa ikeja Lagos. The property.. Read more ,Serviced
Magodo Gra Phase 1 Ojodu Lagos,"2,500,000/year","  Updated 22 Jan 2023, Added 15 Jan 2023 ", FOR RENT: *MAGODO PHASE2 PROPERTY TO LET ======================= *Description: lovely 2-.. Read more ,Serviced
Millenuim Ups Gbagada Lagos,"2,200,000/year","  Updated 22 Jan 2023, Added 07 Jan 2023 ", FOR RENT: newly built 2 bedroom flat with good facilities at millennium estate Gbagada Lag.. Read more ,Newly Built
"West Bridge 2 Estate, Off Orchid Road Lekki Phase 1 Lekki Lagos","3,000,000/year","  Updated 22 Jan 2023, Added 15 Nov 2022 ", FOR RENT: Fully furnished all ensuite 4 bedroom terrace in a secure and conducive environm.. Read more ,Furnished
Femi Ayantuga Off Adelabu Masha Surulere Lagos,"600,000/year","  Updated 22 Jan 2023, Added 27 Dec 2022 "," FOR RENT: Lovely spacious roomself contain, water running, gated compound, nice and lovely.. Read more ",
Off Toyin Street Ikeja Lagos,"5,000,000/year","  Updated 22 Jan 2023, Added 18 Jan 2023 ", FOR RENT: *To Let: Tastefully finished *5 bedroom semi detached Duplex* @ off Toyin Ike.. Read more ,
Psychiatric Bus Stop Igbo Olomu Road Isawo Ikorodu Lagos,"100,000/year","  Updated 22 Jan 2023, Added 06 Jan 2023 ", FOR RENT: It's a decently used mini flat.. very affordable in a secure environment... Read more ,
"Chairman Block Road, Psychiatric Bus Stop Igbo Olomu Road Isawo Ikorodu Lagos","200,000/year","  Updated 22 Jan 2023, Added 06 Jan 2023 "," FOR RENT: A newly built mini flat with spacious compound, half pop design, kitchen cabinet.. Read more ",
Bera Estate Chevron Lekki Lagos,"3,000,000/year","  Updated 20 Jan 2023, Added 04 Jan 2023 ", FOR RENT: Rent: N3M Caution: 10% respectively Service charge: N400k Agency and l.. Read more ,
Bera Estate Chevron Lekki Lagos,"5,000,000/year","  Updated 20 Jan 2023, Added 31 Dec 2022 ", FOR RENT: Rent :5M Agency and legal: 10% Respectively Caution :10%.. Read more ,
Banana Island Ikoyi Lagos,"13,500,000/year","  Updated 20 Jan 2023, Added 15 Dec 2022 ", FOR RENT: *DIRECT BRIEF FOR RENT 3 Bedroom Apartments with Bq on a waterfront Property.. Read more ,
Orchid Lekki Lagos,"4,000,000/year","  Updated 20 Jan 2023, Added 13 Dec 2022 ", FOR RENT: 4bedroom fully detached duplex available for rent. Rent: 4m Agency and legal: .. Read more ,
Soluyi Gbagada Lagos,"1,500,000/year",  Added 14 Jan 2023 , FOR RENT: 2 bedroom Flat / Apartment for rent Soluyi Gbagada Lagos.. Read more ,FurnishedServicedNewly Built
Oba Abiodun Idowu Oniru Road Oniru Victoria Island Lagos,"15,000,000/year",  Added 10 Jan 2023 , FOR RENT: 4bedroom terrace duplex with en-suite maid’s room. All bedrooms are much bigger .. Read more ,FurnishedServiced
Medina Gbagada Lagos,"2,000,000/year",  Added 06 Jan 2023 , FOR RENT: 2 bedroom Flat / Apartment for rent Medina Gbagada Lagos.. Read more ,
Palmgroove Shomolu Lagos,"1,500,000/year",  Added 06 Jan 2023 , FOR RENT: 2 bedroom Flat / Apartment for rent Palmgroove Shomolu Lagos.. Read more ,Furnished
Palmgroove Shomolu Lagos,"500,000","  Updated 06 Jan 2023, Added 22 Jul 2022 ", FOR RENT: Flat / Apartment for rent Palmgroove Shomolu Lagos.. Read more ,FurnishedServicedNewly Built
Pedro Gbagada Gbagada Lagos,"1,000,000/year","  Updated 06 Jan 2023, Added 21 Dec 2022 ", FOR RENT: Flat / Apartment for rent Pedro Gbagada Gbagada Lagos.. Read more ,
Lekki Lagos,"350,000,000","  Updated 19 Feb 2023, Added 15 Dec 2022 "," FOR SALE: 5 Bedroom Detached Duplex with Bq Location: Lekki Phase 1, Lekki Lagos. F.. Read more",Newly Built
Pedro Gbagada Gbagada Lagos,"1,500,000/year","  Updated 06 Jan 2023, Added 21 Dec 2022 ", FOR RENT: 2 bedroom Flat / Apartment for rent Pedro Gbagada Gbagada Lagos.. Read more ,
Palmgroove Shomolu Lagos,"500,000/year","  Updated 06 Jan 2023, Added 21 Dec 2022 ", FOR RENT: Flat / Apartment for rent Palmgroove Shomolu Lagos.. Read more ,FurnishedServicedNewly Built
Ikota Lekki Lagos,"3,500,000/year","  Updated 06 Jan 2023, Added 05 Jan 2023 ", FOR RENT: 4 bedroom House for rent Ikota Lekki Lagos.. Read more ,FurnishedNewly Built
Pedro Gbagada Gbagada Lagos,"600,000/year","  Updated 06 Jan 2023, Added 21 Dec 2022 ", FOR RENT: Flat / Apartment for rent Pedro Gbagada Gbagada Lagos.. Read more ,FurnishedServicedNewly Built
Peace Estate Baruwa Ipaja Lagos,"700,000/year","  Updated 02 Jan 2023, Added 10 Aug 2022 ", FOR RENT: To Let: A Lovely and Newly built 3bedroom flat Apartment that is all room .. Read more ,
